RL ID,Order,Family,Species,Common Name,ED,RL Status,GE,EDGE,EDGE Rank,Distribution,Median ED
56437,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus audanti,South Island Telegraph Frog,19.41205869,Vulnerable,2,4.4024202,779,"Dominican Republic,Haiti",16.42792702
58891,ANURA,RHACOPHORIDAE,Philautus refugii,Lanjak Bush Frog,19.31160962,Vulnerable,2,4.397486986,780,Malaysia,16.42792702
56225,ANURA,HYPEROLIIDAE,Kassina arboricola,Ivory Coast Running Frog,19.30985752,Vulnerable,2,4.397400721,781,"Côte d'Ivoire,Ghana",16.42792702
135862,ANURA,HYPEROLIIDAE,Kassina decorata,Decorated Running Frog,19.30985752,Vulnerable,2,4.397400721,781,Cameroon,16.42792702
56230,ANURA,HYPEROLIIDAE,Kassina lamottei,Rainforest Running Frog,19.30985752,Vulnerable,2,4.397400721,781,Côte d'Ivoire,16.42792702
58856,ANURA,RHACOPHORIDAE,Philautus ingeri,NA,19.26400182,Vulnerable,2,4.395140364,784,"Brunei Darussalam,Malaysia",16.42792702
1099,CAUDATA,AMBYSTOMATIDAE,Ambystoma cingulatum,Frosted Flatwoods Salamander,19.21981739,Vulnerable,2,4.392957544,785,United States,16.42792702
57054,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus wetmorei,Tiburon Whistling Frog,19.2059604,Vulnerable,2,4.392271991,786,"Dominican Republic,Haiti",16.42792702
56922,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus ronaldi,NA,18.95745205,Vulnerable,2,4.379896971,787,Cuba,16.42792702
56534,ANURA,CRAUGASTORIDAE,Pristimantis crucifer,NA,18.94714322,Vulnerable,2,4.379380297,788,Ecuador,16.42792702
57630,ANURA,MEGOPHRYIDAE,Megophrys auralensis,NA,18.89185098,Vulnerable,2,4.37660451,789,Cambodia,16.42792702
56584,ANURA,CRAUGASTORIDAE,Pristimantis eriphus,NA,18.87260037,Vulnerable,2,4.375636278,790,"Colombia,Ecuador",16.42792702
136075,ANURA,RHACOPHORIDAE,Chiromantis samkosensis,NA,18.85079145,Vulnerable,2,4.374538239,791,Cambodia,16.42792702
56910,ANURA,CRAUGASTORIDAE,Craugastor rhodopis,Polymorphic Robber Frog,18.84231179,Vulnerable,2,4.374110978,792,Mexico,16.42792702
